web-scraper-order,web-scraper-start-url,link,link-href,info,nname,sources,surfaceRange,address,averageRent,averageBCRent,nameBC
"1529309962-453","https://www.haozu.com/sh/zuxiezilou/o92/","华都大厦","https://www.haozu.com/sh_xzl_3530/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    30层\n                \n                                        \n                    建筑面积：\n                    53000m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    3.4米\n                \n                                        \n                    客梯数：\n                    6个(三菱)\n                \n                                        \n                    开发商：\n                    华都大厦有限公司\n                \n                                        \n                    物业公司：\n                    魏理仕物业顾问(中国)有限公司\n                \n                                        \n                     已入驻企业：\n                    中国银行、巴伐利亚银、英国利百得实业有限公司、挪威比奥船舶自动化公司\n                \n                    \n                    \n                华都大厦位于上海市张扬路838号。 华都大厦位于上海浦东陆家咀金融贸易区繁华的商业街张杨路上，已于1995年6月落成开业。华都大厦占地9570m2,楼高124米，30层。底层、二层、三层为商场，餐厅。底层已有银行营业厅，四层裙房为娱乐中心。主楼四至三十层为写字楼。华都大厦聘请魏理仕物业顾问有限公司从事物业管理，已与国际接轨。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","华都大厦","10个","98.4 - 280m²","地址：
                    [浦东] - 
                    [八佰伴]
                    张杨路838号  
                    [地图]","6.64元/m²⋅天","7.76元/m²⋅天","八佰伴均价（商圈）"
"1529318775-2178","https://www.haozu.com/sh/zuxiezilou/o4/","钦汇园","https://www.haozu.com/sh_xzl_17270/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    12层\n                \n                                        \n                    建筑面积：\n                    32000m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    3.8米\n                \n                                        \n                    客梯数：\n                    2个(三菱)\n                \n                                        \n                    开发商：\n                    北京泰德标准投资有限责任公司\n                \n                                        \n                    物业公司：\n                    上海漕河泾开发区物业管理有限公司\n                \n                                        \n                     已入驻企业：\n                    华北科技、世纪天成\n                \n                    \n                    \n                汇园位于漕河泾开发区前沿，主干道桂平路东、近钦州北路口，绿化环境优美，为科研设计、 科技产业及科技贸易提供必要的硬件设施和优质的软件服务设施。 交通方便，地铁9号线，公交出门就有，中环5-8分钟,虹桥机场10-15分钟车程，交通四通八达。\n                展开\n            \n                            \n                                    被收录到【知名物业】专题中 [查看专题]""}]","钦汇园","64个","20 - 495m²","地址：
                    [徐汇] - 
                    [漕河泾]
                    钦州北路1066号  
                    [地图]","4.43元/m²⋅天","4.78元/m²⋅天","漕河泾均价（商圈）"
"1529314532-1638","https://www.haozu.com/sh/zuxiezilou/o33/","上海五洲国际大厦","https://www.haozu.com/sh_xzl_3055/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    30层\n                \n                                        \n                    建筑面积：\n                    30000m²\n                \n                                                    \n                    标准层高：\n                    3米\n                \n                                        \n                    客梯数：\n                    3个(三菱)\n                \n                                        \n                    开发商：\n                    上海京安房地产开发有限公司\n                \n                                        \n                    物业公司：\n                    上海高安物业管理有限公司\n                \n                                        \n                     已入驻企业：\n                    企业名称：上海前晋企业(集团)有限公司，所属行业：贸易/消费/制造/营运、 企业名称：万莱纺织上海代表处，所属行业：贸易/消费/制造/营运、 企业名称：优畅电子信息技术有限公司，所属行业：计算机/互联网/通信/电子、 企业名称：上海宏大集团公司，所属行业：房地产/建筑、 企业名称：海圣阳实业有限公司，所属行业：贸易/消费/制造/营运\n                \n                    \n                    \n                五洲国际大厦位于肇嘉浜路近高安路，毗邻徐家汇商圈，附近公交站点众多，地铁七号线近在咫尺，地理位置优越，交通便利。大厦外立面雄伟气势，大堂装修现代，房型布局合理，充分满足各企业多样化需求。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","上海五洲国际大厦","1个","70m²","地址：
                    [徐汇] - 
                    [徐家汇]
                    肇嘉浜路807号  
                    [地图]","3.3元/m²⋅天","7.52元/m²⋅天","徐家汇均价（商圈）"
"1529318979-2221","https://www.haozu.com/sh/zuxiezilou/o2/","裕安大厦","https://www.haozu.com/sh_xzl_1275/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    29层\n                \n                                        \n                    建筑面积：\n                    40000m²\n                \n                                                    \n                    标准层高：\n                    3.6米\n                \n                                        \n                    客梯数：\n                    4个(OTIS)\n                \n                                        \n                    开发商：\n                    上海安徽裕安实业总公司\n                \n                                        \n                    物业公司：\n                    上海裕安大厦物业管理公司\n                \n                                        \n                     已入驻企业：\n                    企业名称：中国太平洋财产保险国际金融报社，所属行业：会计/金融/银行/保险、 企业名称：世辰投资，所属行业：会计/金融/银行/保险、 企业名称：工控集团，所属行业：政府/非赢利机构/其他、 企业名称：中伦文德律师事务所，所属行业：专业服务/教育/培训、 企业名称：上海海之泉贸易有限公司，所属行业：贸易/消费/制造/营运\n                \n                    \n                    \n                裕安大厦投资近4亿元人民币，于1995年6月建成并投入使用。 　　裕安大厦占地6600平方米，建筑面积近40000平方米，高31层，集写字楼、商场、展示厅、餐饮、证券交易等多项综合功能于一体，是安徽省在上海经济贸易活动的中心和对外开放的重要窗口，也是众多才俊之士弄潮浦东的理想场所。 　　裕安大厦傍依黄浦江畔，与外滩隔江相望，座落在陆家嘴金融贸易区中心地段，世纪大道和东方路、张杨路交叉口，毗邻新崛起\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","裕安大厦","35个","103 - 163m²","地址：
                    [浦东] - 
                    [八佰伴]
                    东方路738号  
                    [地图]","5.65元/m²⋅天","7.76元/m²⋅天","八佰伴均价（商圈）"
"1529318109-1975","https://www.haozu.com/sh/zuxiezilou/o15/","企业天地","https://www.haozu.com/sh_xzl_1674/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    25层\n                \n                                        \n                    建筑面积：\n                    80000m²\n                \n                                                    \n                    标准层高：\n                    3.5米\n                \n                                        \n                    客梯数：\n                    14个(迅达)\n                \n                                        \n                    开发商：\n                    上海瑞安房地产有限公司\n                \n                                        \n                    物业公司：\n                    上海瑞安房地产物业管理有限公司\n                \n                                        \n                     已入驻企业：\n                    企业名称：安利日用品有限公司上海分公司，所属行业：贸易/消费/制造/营运、 企业名称：甲骨文软件系统有限公司上海分公司，所属行业：贸易/消费/制造/营运、 企业名称：礼来国际贸易有限公司，所属行业：贸易/消费/制造/营运、 企业名称：亚德诺半导体技术有限公司，所属行业：计算机/互联网/通信/电子、 企业名称：美国礼来亚洲公司上海代表处，所属行业：贸易/消费/制造/营运\n                \n                    \n                    \n                企业天地位于规划中的太平桥现代园区,外衔上海城市高架主干道,内接淮海中路地铁站,紧邻繁华高雅的淮海路商业街,位置优越,出行便捷。 企业天地为跨国公司创造了一个优越的办公环境,办公楼沿湖而筑,形成一道1.2公里的湖边建筑,风景极佳。　　它毗邻著名的上海新天地,与之浑然一体,互辅互成。 企业天地提供中间无支柱的写字楼楼层设计。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","企业天地","13个","117 - 480m²","地址：
                    [卢湾] - 
                    [新天地]
                    湖滨路222号   
                    [地图]","13.67元/m²⋅天","8.77元/m²⋅天","新天地均价（商圈）"
"1529310543-585","https://www.haozu.com/sh/zuxiezilou/o86/","上海理工大学科技园","https://www.haozu.com/sh_xzl_17023/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    6层\n                \n                                        \n                    建筑面积：\n                    45000m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    3.2米\n                \n                                        \n                    客梯数：\n                    3个(ots)\n                \n                                        \n                    开发商：\n                    上海理工大学\n                \n                                                    \n                     已入驻企业：\n                    上海泛亚生物医药集团\n                \n                    \n                    \n                上海理工大学国家大学科技园是一个低容积率生态型的高科技园区。\n                展开""}]","上海理工大学科技园","11个","133 - 1000m²","地址：
                    [闵行] - 
                    [莘庄]
                    莘凌路211号  
                    [地图]","2.93元/m²⋅天","3.29元/m²⋅天","莘庄均价（商圈）"
"1529310214-493","https://www.haozu.com/sh/zuxiezilou/o90/","虹桥金沙商务广场","https://www.haozu.com/sh_xzl_18269/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    6层\n                \n                                                    \n                    得房率：\n                    75%\n                \n                                        \n                    标准层高：\n                    3.7米\n                \n                                                                            \n                     已入驻企业：\n                    上海迪创商贸发展有限公司\n                \n                    \n                    \n                虹桥金沙商务广场位于嘉定江桥新城高潮路168号.交通十分便利.商务楼位于大虹桥板块，近地铁13号线零距离，离虹桥机场、火车站近10分钟车程\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","虹桥金沙商务广场","49个","190 - 350m²","地址：
                    [嘉定] - 
                    [江桥]
                    金沙江西路高潮路168弄  
                    [地图]","3.21元/m²⋅天","9.86元/m²⋅天","江桥均价（商圈）"
"1529319043-2245","https://www.haozu.com/sh/zuxiezilou/o1/","方糖小镇（凯旋路）","https://www.haozu.com/sh_xzl_20129/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    3层\n                \n                                                    \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    3.8米\n                \n                                                    \n                    开发商：\n                    方糖投资\n                \n                                        \n                    物业公司：\n                    上海第一太平戴维斯\n                \n                                \n                    \n                方糖小镇地址凯旋路2218号靠近徐虹北路，地铁徐家汇宜山路地铁上盖（3、4、9号线），出站步行5分钟即可到达。周边小区环绕、闹中取静，光启城的商业配套实现了一站式办公、餐饮、购物和休闲。社区主打休闲阳光的办公方式，四面临窗，采光极好，为入驻团队提供一个通透敞亮的办公环境和创业氛围。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","方糖小镇（凯旋路）","62个","null","地址：
                    [徐汇] - 
                    [万体馆]
                    凯旋路2218号  
                    [地图]","","",""
"1529312265-976","https://www.haozu.com/sh/zuxiezilou/o66/","金茂工业园","https://www.haozu.com/sh_xzl_3197/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    10层\n                \n                                        \n                    建筑面积：\n                    20000m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    3米\n                \n                                        \n                    客梯数：\n                    4个(三菱)\n                \n                                        \n                    开发商：\n                    金茂仓储管理有限公司\n                \n                                        \n                    物业公司：\n                    金茂仓储管理有限公司\n                \n                                \n                    \n                金虹桥腹地,近漕河泾开发区,轨道交通九号线,交通便利！闹中取静的小型工业园区，园区环境优美！\n                展开""}]","金茂工业园","3个","60 - 140m²","地址：
                    [闵行] - 
                    [虹桥]
                    莲花路2080弄50号  
                    [地图]","3.33元/m²⋅天","4.84元/m²⋅天","虹桥均价（商圈）"
"1529310397-565","https://www.haozu.com/sh/zuxiezilou/o87/","Linckia 斜土社区","https://www.haozu.com/sh_xzl_18991/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    5层\n                \n                                                    \n                    得房率：\n                    70%\n                \n                                                    \n                    客梯数：\n                    1个(三菱)\n                \n                                        \n                    开发商：\n                    海星客企业发展(上海)有限公司\n                \n                                            \n                    \n                Linckia斜土社区地处老牌卢湾核心地段，毗邻史上江南机器制造总局、江南造船厂——现今上海唯一被授权“集群区”的“江南智造创意产业集群区”。 社区设计风格极简时尚，占地1200平米，周围分布着诸多个创意园区，交通便利，位置优越，靠丽园公园。社区各办公间布局合理，灵活分割，专注于为10-50人团队提供空间整体定制方案。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","Linckia 斜土社区","3个","400m²","地址：
                    [卢湾] - 
                    [打浦桥]
                    蒙自路360号2号楼3-5层  
                    [地图]","5.3元/m²⋅天","6.86元/m²⋅天","打浦桥均价（商圈）"
"1529313083-1235","https://www.haozu.com/sh/zuxiezilou/o53/","锦银购物中心","https://www.haozu.com/sh_xzl_2626/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    18层\n                \n                                        \n                    建筑面积：\n                    22000m²\n                \n                                        \n                    得房率：\n                    75%\n                \n                                                    \n                    客梯数：\n                    4个(三菱)\n                \n                                        \n                    开发商：\n                    锦银置业(上海)有限公司\n                \n                                        \n                    物业公司：\n                    上海锦盈物业管理有限公司\n                \n                                \n                    \n                锦银购物中心位于中环线、外环线、曹安路、沪宁高速四面围合之处，中外商业巨头云集-百联中环，麦德龙，百安居、沃尔玛、大润发、易买得、易初莲花、中行、建行……形成西上海大商圈。\n                展开""}]","锦银购物中心","1个","84.8m²","地址：
                    [嘉定] - 
                    [江桥]
                    曹安公路1901号  
                    [地图]","2.3元/m²⋅天","9.86元/m²⋅天","江桥均价（商圈）"
"1529308553-265","https://www.haozu.com/sh/zuxiezilou/o102/","中国国际商品中心","https://www.haozu.com/sh_xzl_34398/","","中国国际商品中心","2个","20 - 220m²","地址：
                    [浦东] - 
                    [外高桥]
                    浦东新区富特西一路477...  
                    [地图]","2.2元/m²⋅天","2.96元/m²⋅天","外高桥均价（商圈）"
"1529317902-1894","https://www.haozu.com/sh/zuxiezilou/o19/","华滋奔腾大厦","https://www.haozu.com/sh_xzl_4135/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    24层\n                \n                                        \n                    建筑面积：\n                    101000m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    3.5米\n                \n                                        \n                    客梯数：\n                    6个(三菱)\n                \n                                        \n                    开发商：\n                    上海三航奔腾建设工程有限公司\n                \n                                        \n                    物业公司：\n                    东湖物业管理有限公司\n                \n                                \n                    \n                华滋奔腾大厦24层国际5A甲级双子写字楼，尊贵大气；近万平园林式绿化，坐享生态办公；紧邻地铁高架，交通畅通无助，衔接五角场、虹口城市中心，商务洽谈，咫尺之间。享风吟木香，帷幄商界新机，尽在华滋中心。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","华滋奔腾大厦","18个","160.3 - 708.4m²","地址：
                    [宝山] - 
                    [淞南]
                    逸仙路2816号(近长江南路)  
                    [地图]","2.96元/m²⋅天","2.63元/m²⋅天","淞南均价（商圈）"
"1529308103-91","https://www.haozu.com/sh/zuxiezilou/o110/","漕河泾产业园","https://www.haozu.com/sh_xzl_19501/","[{""info"":""写字楼信息\n        \n                                                    \n                    得房率：\n                    70%\n                \n                                                    \n                    客梯数：\n                    4个(OTIS)\n                \n                                        \n                    开发商：\n                    城南公司\n                \n                                                    \n                     已入驻企业：\n                    上海创丞文化传播有限公司\n                \n                    \n                    \n                漕河泾产业园区地处漕河径开发区中心地段，交通方便地铁9号线，是漕河泾开发需重点扶持产业区。是许多大型产业地区的首选。\n                展开""}]","漕河泾产业园","3个","60 - 180m²","地址：
                    [徐汇] - 
                    [漕河泾]
                    冠生园路227号  
                    [地图]","4.37元/m²⋅天","4.78元/m²⋅天","漕河泾均价（商圈）"
"1529311800-802","https://www.haozu.com/sh/zuxiezilou/o75/","赤峰路35号","https://www.haozu.com/sh_xzl_36589/","","赤峰路35号","3个","20 - 50m²","地址：
                    [杨浦] - 
                    [四平路]
                    赤峰路35号  
                    [地图]","3.3元/m²⋅天","4.22元/m²⋅天","四平路均价（商圈）"
"1529311822-809","https://www.haozu.com/sh/zuxiezilou/o74/","米域飞元","https://www.haozu.com/sh_xzl_18760/","","米域飞元","11个","米域","地址：
                    [卢湾] - 
                    [淮海中路]
                    淮海中路566-576号（近...  
                    [地图]","","",""
"1529313181-1273","https://www.haozu.com/sh/zuxiezilou/o51/","骏利财富大厦","https://www.haozu.com/sh_xzl_16862/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    22层\n                \n                                        \n                    建筑面积：\n                    2270m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    3.5米\n                \n                                        \n                    客梯数：\n                    3个(日本三菱)\n                \n                                        \n                    开发商：\n                    上海骏利(集团)有限公司\n                \n                                        \n                    物业公司：\n                    上海海鸿福船物业管理有限公司\n                \n                                        \n                     已入驻企业：\n                    企业名称：上海孝天财务咨询有限公司，所属行业：专业服务/教育/培训、 企业名称：绿光教育，所属行业：专业服务/教育/培训\n                \n                    \n                    \n                企业名称：上海孝天财务咨询有限公司，所属行业：专业服务/教育/培训、 企业名称：绿光教育，所属行业：专业服务/教育/培训\n                展开""}]","骏利财富大厦","3个","200 - 260m²","地址：
                    [宝山] - 
                    [共康]
                    共和新路5199号  
                    [地图]","3.2元/m²⋅天","3.27元/m²⋅天","共康均价（商圈）"
"1529309502-423","https://www.haozu.com/sh/zuxiezilou/o94/","鲁能国际中心","https://www.haozu.com/sh_xzl_23411/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    8层\n                \n                                        \n                    建筑面积：\n                    158000m²\n                \n                                        \n                    得房率：\n                    80%\n                \n                                                    \n                    客梯数：\n                    16（4座）个\n                \n                                        \n                    开发商：\n                    鲁能集团有限公司\n                \n                                            \n                    \n                       浦东世博CBD核心——鲁能国际 世博核心地标新楼，位于黄浦江一线景观，该区品质高、地段极优、规划极其完善、交通极为便捷的核心商务区，黄浦江，地理位置优越。仅12min车程即可抵达陆家嘴金融圈；项目共建设4 栋写字楼，规划建筑面积15.8万㎡，其中地上建筑面积 96250㎡，现已进入竣工验收阶段，即将成为早竣工的鲁能集团在建写字楼项目。\n\n       鲁能国际采用了屋顶绿化、室外透水地面、集中能源等专项技术，在满足造价及环保要求的同时，又达到设计的品质感。项目现已通过美国绿色建筑LEED认证金奖和中国绿色建筑认证。与绿色设计理念一脉相承的是顶层花园、下沉广场商务的第三空间模式，意在打造纯天然的生态规划，营造清新自然的氛围。 “2016中国地产时代奥斯卡”组委会对上海鲁能国际的第三空间模式做出高度评价。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","鲁能国际中心","68个","87 - 9750m²","地址：
                    [浦东] - 
                    [世博滨江]
                    国耀路211号  
                    [地图]","8.65元/m²⋅天","7.27元/m²⋅天","世博滨江均价（商圈）"
"1529314062-1462","https://www.haozu.com/sh/zuxiezilou/o42/","虹桥银城大厦","https://www.haozu.com/sh_xzl_4476/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    30层\n                \n                                        \n                    建筑面积：\n                    29000m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    3.4米\n                \n                                        \n                    客梯数：\n                    6个(迅达)\n                \n                                        \n                    开发商：\n                    上海联大房地产有限公司\n                \n                                        \n                    物业公司：\n                    联大向峰物业\n                \n                                        \n                     已入驻企业：\n                    西藏奇正藏药有限公司、上海先弗化工进出口有限公司、上海松尼克游艇销售有限公司\n                \n                    \n                    \n                虹桥银城 首创5S办公概念，以酒店式管理，一战式全程服务的形象登陆虹桥，虹桥银城同时40-110平方米罕有的小面积规划，虹桥银城填补市场上绝大多数只租不卖且面积庞大的空白，可以预见一场小面积的抢购风暴又将在上海掀起。 该案为全景玻璃幕墙的全装修写字楼、投资置业全新时尚。\n                展开""}]","虹桥银城大厦","8个","40 - 185m²","地址：
                    [长宁] - 
                    [虹桥]
                    中山西路933号  
                    [地图]","4.03元/m²⋅天","7.31元/m²⋅天","虹桥均价（商圈）"
"1529316082-1756","https://www.haozu.com/sh/zuxiezilou/o27/","丰树商业城","https://www.haozu.com/sh_xzl_4130/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    22层\n                \n                                        \n                    建筑面积：\n                    306630m²\n                \n                                        \n                    得房率：\n                    80%\n                \n                                        \n                    标准层高：\n                    4.5米\n                \n                                        \n                    客梯数：\n                    10个(信达)\n                \n                                        \n                    开发商：\n                    丰树集团上海翎丰房地产开发有限公司\n                \n                                        \n                    物业公司：\n                    仲量联行物业管理服务有限公司\n                \n                                \n                    \n                上海丰树商业城位于上海西南角迅速崛起的闵行区，是该核心区域的全新顶级商务坐标。具备了多项优质及可持续性功能的上海丰树商业城旨在满足跨国企业以及中国大型企业迅速扩张的需求，同时连同紧邻的上海怡丰城，共同打造了集办公、休闲与生活方式为一体的综合平台。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]\n                    \n                                    被收录到【知名物业】专题中 [查看专题]""}]","丰树商业城","140个","316 - 2300m²","地址：
                    [闵行] - 
                    [七莘路]
                    七莘路顾戴路2337号  
                    [地图]","5.31元/m²⋅天","4.81元/m²⋅天","七莘路均价（商圈）"
"1529312804-1139","https://www.haozu.com/sh/zuxiezilou/o58/","禾谷文创园","https://www.haozu.com/sh_xzl_34774/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    4层\n                \n                                        \n                    建筑面积：\n                    8000m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    3.3米\n                \n                                        \n                    客梯数：\n                    1个(三菱)\n                \n                                        \n                    开发商：\n                    上海禾展房地产有限公司\n                \n                                        \n                    物业公司：\n                    上海禾展房地产有限公司\n                \n                                \n                    \n                禾谷文创项目总建筑面积约8000㎡，新建项目，在租面积130㎡--2000㎡均有，是浦江镇的第一个文化创意园，容积率低，绿化密度高，停车位充足，形成了浦江镇独一无二的园林办公院落，整体布局采用人车分流，安全、安静。外立面采用中国特色的灰白外观。简约大气。特别设计的空调外机挡板更是锦上添花。园区内绿化水景相互衬托，相互依存。将园区设计的更自然适应现代，崇尚回归自然的办公理念。\n\n大堂风格：将咖啡厅和接待大厅完美结合，生态木材设计的大树体现出环保理念，咖啡和商务简餐满足一般的日常商务接待。容纳30人的大会议室和多媒体路演厅24小时为您开放。\n\n联合办公：整个区域采用中央空调和大金新风系统，有定制卡位和独立空间，办公家具和办公设备一应俱全。\n\n停车场设计：停车场和园区绿化通过巧妙地设计完美结合，满足您停车的同时也美化路园区环境。\n\n电梯介绍：我们的AB栋每栋楼分别配备1部电梯，电梯安装空调。电梯厅采用发光软膜设计，模仿白云蓝天，放佛自然采光。\n\n公共走廊：不规则地砖铺设别具一格，铝方桶吊顶和灯光精心布局，每户进门凹凸设计，留个客户个性化特别的设计的需求。\n\n卫生间：每层2个卫生间布局，装有空调，风干机等厕卫用品，保洁阿姨每小时定时清洁。\n                展开\n            \n                            \n                                    被收录到【核心商圈】专题中 [查看专题]""}]","禾谷文创园","9个","73.4 - 294m²","地址：
                    [闵行] - 
                    [浦江]
                    恒南路1355号  
                    [地图]","2.25元/m²⋅天","2.23元/m²⋅天","浦江均价（商圈）"
"1529308359-193","https://www.haozu.com/sh/zuxiezilou/o105/","金豫路251号","https://www.haozu.com/sh_xzl_36523/","","金豫路251号","3个","220 - 224m²","地址：
                    [浦东] - 
                    [金桥]
                    金豫路251号  
                    [地图]","2.4元/m²⋅天","3.46元/m²⋅天","金桥均价（商圈）"
"1529312356-1010","https://www.haozu.com/sh/zuxiezilou/o64/","东源文化产业园","https://www.haozu.com/sh_xzl_36482/","","东源文化产业园","11个","370 - 6000m²","地址：
                    [宝山] - 
                    [张庙]
                    呼兰西路123号  
                    [地图]","3元/m²⋅天","2.07元/m²⋅天","张庙均价（商圈）"
"1529312100-912","https://www.haozu.com/sh/zuxiezilou/o69/","和源大楼","https://www.haozu.com/sh_xzl_19645/","[{""info"":""写字楼信息\n        \n                                        \n                    建筑面积：\n                    14120m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                                                \n                    开发商：\n                    上海和田城市建设开发公司\n                \n                                        \n                    物业公司：\n                    上海悦佳物业管理有限公司\n                \n                                \n                    \n                毗邻上海两大交通枢纽中山北路高架与南北高架，临近地铁8号线西藏南路站，三站路可通达人民广场\n\nCBD核心商务区。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","和源大楼","2个","534m²","地址：
                    [闸北] - 
                    [和田]
                    平型关路38号  
                    [地图]","4元/m²⋅天","4.91元/m²⋅天","和田均价（商圈）"
"1529311891-835","https://www.haozu.com/sh/zuxiezilou/o73/","绿亮科技园","https://www.haozu.com/sh_xzl_32882/","","绿亮科技园","10个","69 - 121m²","地址：
                    [虹口] - 
                    [江湾]
                    丰镇路828号  
                    [地图]","2.78元/m²⋅天","4.38元/m²⋅天","江湾均价（商圈）"
"1529314318-1557","https://www.haozu.com/sh/zuxiezilou/o37/","漕河泾国际孵化中心","https://www.haozu.com/sh_xzl_12860/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    27层\n                \n                                        \n                    建筑面积：\n                    52000m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                                                \n                    开发商：\n                    上海市漕河泾新兴技术开发区发展总公司\n                \n                                                    \n                     已入驻企业：\n                    上海爱会客信息科技有限公司\n                \n                    \n                    \n                创营innoclub位于上海漕河泾新兴技术开发区，毗邻中环，坐拥9/12号线，环境优越创营innoclub是漕河泾打造的新一代国际化创新创业服务品牌，致力于为广大创业家们提供柔性的办公空间、精益的孵化服务、前沿的科技资讯、优惠的政策扶持以及实用的创业指导\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","漕河泾国际孵化中心","1个","441.5m²","地址：
                    [徐汇] - 
                    [漕河泾]
                    桂平路410-418号  
                    [地图]","3.6元/m²⋅天","4.78元/m²⋅天","漕河泾均价（商圈）"
"1529308326-180","https://www.haozu.com/sh/zuxiezilou/o106/","柴火空间（亚洲）青年创客中心","https://www.haozu.com/sh_xzl_37750/","","柴火空间（亚洲）青年创客中心","7个","240m²","地址：
                    [松江] - 
                    [中山]
                    沪松路999号（茸平路19号）  
                    [地图]","2元/m²⋅天","2.93元/m²⋅天","中山均价（商圈）"
"1529312969-1191","https://www.haozu.com/sh/zuxiezilou/o55/","致远大厦","https://www.haozu.com/sh_xzl_5300/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    28层\n                \n                                        \n                    建筑面积：\n                    35000m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    3米\n                \n                                        \n                    客梯数：\n                    3个(三菱)\n                \n                                        \n                    开发商：\n                    上海兴齐房地产开发有限公司\n                \n                                        \n                    物业公司：\n                    上海九海金狮物业管理有限公司\n                \n                                        \n                     已入驻企业：\n                    腾然信息科技(上海)有限公司、辽宁省铁岭市人民政府驻上海办事处、创新诺亚舟电子(深圳)有限公司上海分公司\n                \n                    \n                    \n                该楼盘地处斜土路，打浦路交叉口，坐拥打浦路商圈。大楼远眺黄浦江，俯瞰世博会，璀璨景观，尽收眼底。楼内采用豪华气派装修，配备高智能的商务会议中心。周边南北高架，内环线，建设中的明珠二号线，交通极便利。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]\n                    \n                            \n                            \n                \n                                                                        \n                                \n                                    \n                                    电梯                                \n                            \n                                                    \n                                \n                                    \n                                    大堂                                \n                            \n                                                    \n                                \n                                    \n                                    正门""}]","致远大厦","3个","95 - 143m²","地址：
                    [卢湾] - 
                    [打浦桥]
                    斜土路768号  
                    [地图]","4元/m²⋅天","6.86元/m²⋅天","打浦桥均价（商圈）"
